	Node1	Node2	CPD
2544	PWY-6397	PWYG-321	&alpha;, &alpha;'-trehalose 6-&alpha;-mycolate
2545	PWY-6397	PWY-7622	UDP-&alpha;-D-galactofuranose
2546	PWY-7495	PWY-3101	quercetin
2547	PWY-5271	PWY-695	2-cis-abscisate
2548	PWY-7340	PWY-7288	trans-dec-2-enoyl-CoA|CPD-15694
2549	PWY-7657	PWY-6679	dTDP-&beta;-L-digitoxose
2550	PWY-5171	PWY-5169	cyanurate
2551	PWY-7784	PWY-5198	|Reduced-Factor-F420|
2552	PWY-7784	PWY-6148	tetrahydromethanopterin
2553	PWY66-377	PWY66-378	pregnenolone
2554	PWY66-377	PWY-7299	pregnenolone
2555	KDOSYN-PWY	PWY-1269	CMP-3-deoxy-&beta;-D-manno-octulosonate
2556	KDOSYN-PWY	NAGLIPASYN-PWY	lipid A disaccharide|lipid IV<sub>A</sub>
2557	KDOSYN-PWY	KDO-LIPASYN-PWY	&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid IV<SUB>A</SUB>
2558	PWY-7605	PWY-7607	roquefortine C
2559	PWY-7605	TRPSYN-PWY	L-tryptophan
2560	PWY-7605	HISTSYN-PWY	L-histidine
2561	PWY-922	PWY-5120	dimethylallyl diphosphate
2562	PWY-922	PWY-5863	isopentenyl diphosphate
2563	PWY-922	PWY-7709	dimethylallyl diphosphate
2564	PWY-922	PWY2OL-4	dimethylallyl diphosphate
2565	PWY-922	PWY-5123	dimethylallyl diphosphate|isopentenyl diphosphate
2566	PWY-922	PWY-7141	dimethylallyl diphosphate
2567	PWY-922	PWY-2681	dimethylallyl diphosphate
2568	PWY-922	PWY-7410	dimethylallyl diphosphate
2569	PWY-922	PYRUVDEHYD-PWY	acetyl-CoA
2570	PWY-922	PWY-6970	acetyl-CoA
2571	PWY-922	PWY-7736	dimethylallyl diphosphate
2572	PWY-922	PWY-5122	dimethylallyl diphosphate
2573	PWY-922	PWY-2781	dimethylallyl diphosphate
2574	PWY-922	LEU-DEG2-PWY	(S)-3-hydroxy-3-methylglutaryl-CoA
2575	PWY-922	PWY-2541	(2E,6E)-farnesyl diphosphate
2576	PWY-922	PWY-5074	(R)-mevalonate
2577	PWY-922	PWY-6926	dimethylallyl diphosphate
2578	PWY-922	PWY-7102	isopentenyl diphosphate
2579	PWY-922	PWY-2921	(2E,6E)-farnesyl diphosphate
2580	PWY-922	PWY66-341	(2E,6E)-farnesyl diphosphate
2581	PWY-922	PWY-7492	isopentenyl diphosphate
2582	PWY-922	PWY-5172	acetyl-CoA
2583	PWY-922	PWY-5666	dimethylallyl diphosphate|solanidine
2584	PWY-7108	PWY-7106	erythromycin D
2585	PARATHION-DEGRADATION-PWY	PWY-5491	diethylphosphate
2586	PARATHION-DEGRADATION-PWY	PWY-5487	4-nitrophenol
2587	PARATHION-DEGRADATION-PWY	PWY-5488	4-nitrophenol
2588	PWY-6131	GLYCOLYSIS	glycerone phosphate
2589	2PHENDEG-PWY	PWY0-321	phenylacetate
2590	PWY-5391	PWY-7160	myricetin
2591	PWY-5391	PWY-3101	(+)-dihydrokaempferol
2592	PWY-5391	PWY-7140	myricetin
2593	PWY-7167	PWY-6968	trimethylamine
2594	PWY-7204	PWY-6466	pyridoxal 5'-phosphate
2595	PWY-7466	PWY-5074	acetoacetate
2596	PWY66-3	PWY-6061	cholesterol
2597	PWY66-3	PWY66-341	lanosterol
2598	PWY66-3	PWY66-4	lanosterol
2599	PWY66-3	PWY-5123	(2E,6E)-farnesyl diphosphate
2600	PWY66-3	PWY-6076	7-dehydrocholesterol
2601	PWY-6344	ARGDEGRAD-PWY	L-ornithine
2602	PWY-6035	PWY-7448	(-)-epicatechin|(-)-epigallocatechin
2603	PWY-6035	PWY-5153	delphinidin
2604	PWY-6035	PWY-5125	cyanidin|pelargonidin
2605	PWY-5135	PWY1F-467	4-coumarate
2606	PWY-6158	GLYCGREAT-PWY	creatine
2607	PWY490-3	PWY-7683	nitrite
2608	PWY-7256	PWY-7464	cyanidin 3,7-di-O-&beta;-D-glucoside
2609	PWY-7256	PWY-5125	cyanidin-3-O-&beta;-D-glucoside
2610	PWY-7256	PWY-7261	cyanidin-3-O-&beta;-D-glucoside
2611	PWY-6185	PWY-5165	4-methylcatechol
2612	PWY-6185	TCA	acetyl-CoA
2613	PWY-6185	PWY-6184	4-methylcatechol
2614	PWY-7806	PWY-7805	(aminomethyl)phosphonate
2615	PWY-5198	PWY-7784	|Reduced-Factor-F420|
2616	PWY-5198	PWY-6167	5-amino-6-(D-ribitylamino)uracil
2617	PWY-5198	PWY-5259	|Factor-420|
2618	PWY-5198	PWY-5199	oxidized coenzyme F<sub>420</sub>-0||Reduced-Factor-F420|
2619	PWY-5198	PWY-5258	|Factor-420|
2620	PWY-5198	PWY-5197	(S)-lactate
2621	PWY-5198	PWY-6830	|Factor-420|
2622	PWY-5198	PWY-5261	|Factor-420|
2623	PWY-5198	METHANOGENESIS-PWY	|Factor-420|||Reduced-Factor-F420|
2624	PWY-5198	PWY-5209	|Oxidized-Factor-F420|
2625	PWY-5198	PWY-5248	|Factor-420|
2626	PWY-5198	PWY-5260	|Factor-420|
2627	PWY-5198	PWY-5247	|Factor-420|
2628	PWY-5198	TYRSYN	4-hydroxyphenylpyruvate
2629	PWY-5198	CO2FORM-PWY	|Factor-420|
2630	PWY-5198	PWY-5250	|Factor-420|
2631	PWY-5417	TCA	succinyl-CoA
2632	PWY-5417	PWY-2503	catechol
2633	PWY-5276	PWY-6637	sulfite
2634	PWY-5276	PWY-6616	sulfite
2635	PWY-5276	PWY-5277	sulfite
2636	PWY-5276	PWY-5285	sulfite
2637	PWY-5276	PWY-5302	sulfite
2638	PWY-5276	PWY-6642	sulfite
2639	PWY-5276	P203-PWY	sulfite
2640	PWY-5276	PWY-6675	sulfite
2641	PWY-5276	SULFUROX-PWY	sulfite
2642	PWY-5276	PWY-6641	sulfite
2643	PWY-5276	PWY-6638	sulfite
2644	PWY-5276	PWY-7582	sulfite
2645	PWY-6696	PWY-1622	glyoxylate
2646	PWY-6696	GLYCOLATEMET-PWY	glyoxylate
2647	PWY-7104	PWY-7109	dTDP-L-megosamine
2648	PWY-7139	PWY-5469	(+)-sesamin
2649	PWY-6499	TCA	2-oxoglutarate
2650	ARGININE-SYN4-PWY	PWY-4984	L-ornithine
2651	ARGININE-SYN4-PWY	CITRULBIO-PWY	L-arginine
2652	ARGININE-SYN4-PWY	PWY-4983	L-ornithine
2653	ARGININE-SYN4-PWY	GLUTAMATE-SYN2-PWY	L-glutamate
2654	P124-PWY	PWY-5384	&beta;-D-fructofuranose 6-phosphate
2655	PWY-2681	PWY-2902	trans-zeatin
2656	PWY-2681	PWY-2881	trans-zeatin
2657	PWY-2681	PWY-2901	N<sup>6</sup>-dimethylallyladenine|trans-zeatin|dihydrozeatin
2658	PWY-2681	PWY-5967	trans-zeatin
2659	PWY-2681	PWY-922	dimethylallyl diphosphate
2660	PWY-2221	GLYCOLYSIS	D-glyceraldehyde 3-phosphate
2661	PWY-5996	PWY-5972	stearoyl-CoA
2662	PWY-5996	PWY-6001	oleate
2663	PWY-5996	PWY3O-355	stearate
2664	PWY-5996	PWY-7291	oleoyl-CoA
2665	FUCCAT-PWY	PWY0-1315	(S)-lactaldehyde
2666	FUCCAT-PWY	PWY0-1317	(S)-lactaldehyde
2667	PWY-7624	PWY-7573	GDP-mycosamine
2668	PWY-7574	PWY-5690	acetyl-CoA
2669	PWY-7574	VALDEG-PWY	propanoyl-CoA
2670	PWY-7574	PWY-7288	propanoyl-CoA
2671	PWY-5731	PWY-5736	isopropylamine
2672	PWY-7295	TCA	(S)-malate
2673	PWY-7179	NONOXIPENT-PWY	RIBOSE-5P
2674	PWY-7179	PWY-7180	2-deoxy-&alpha;-D-ribose 1-phosphate
2675	PWY-7532	TRPSYN-PWY	L-tryptophan
2676	LIPAS-PWY	PWY-4261	glycerol
2677	LIPAS-PWY	TRIGLSYN-PWY	|Triacylglycerols|||Triacylglycerides|
2678	LIPAS-PWY	PWY-7420	1-oleoyl-sn-glycerol|CPD-504
2679	LIPAS-PWY	PWY-7423	(10E,12Z)-10,12-hexadecadienoate
2680	LIPAS-PWY	PWY-5143	|Long-Chain-Fatty-Acids|
2681	LIPAS-PWY	PWY-7654	(8E,10E)-dodeca-8,10-dienoate
2682	PWY-6593	PWY-1281	sulfoacetaldehyde
2683	PWY-5942	PWY-5946	all-trans-lycopene
2684	PWY-5942	PWY-6279	all-trans-lycopene
2685	PWY-5942	PWY-5305	all-trans-lycopene
2686	PWY-5942	PWY-5120	geranylgeranyl diphosphate
2687	PWY-5942	PWY-5943	all-trans-lycopene
2688	PWY-6946	PWY-6944	androst-4-ene-3,17-dione
2689	PWY-5297	PWY-5194	sirohydrochlorin
2690	PWY-7287	PWY-7304	3-amino-4,7-dihydroxy-coumarin
2691	PWY-7287	PWY-7303	3-dimethylallyl-4-hydroxybenzoate
2692	PWY-7287	PWY-7301	dTDP-4-O-demethyl-&beta;-L-noviose
2693	PWY-5052	PWY-5120	geranylgeranyl diphosphate
2694	PWY-7557	PWY-7097	vanillin
2695	PWY-7210	PWY-7199	dUMP|dTMP
2696	PWY-6328	PWY-5177	glutaryl-CoA
2697	PWY-5667	PWY-5668	CDPDIACYLGLYCEROL
2698	PWY-5667	PWY-5269	CDPDIACYLGLYCEROL
2699	PWY-5667	PWY-5669	CDPDIACYLGLYCEROL
2700	PWY-5667	PWY-7411	dioleoyl phosphatidate
2701	PWY-5667	GLYCOLYSIS	glycerone phosphate
2702	PWY-5667	PWY0-1545	CDPDIACYLGLYCEROL
2703	PWY-5667	PWY-7509	CDPDIACYLGLYCEROL
2704	PWY-5667	PWY-6826	CDPDIACYLGLYCEROL
2705	PWY0-1319	PWY-5668	CDPDIACYLGLYCEROL
2706	PWY0-1319	PWY-6285	palmitate||Cis-vaccenoyl-ACPs|||Palmitoleoyl-ACPs|
2707	PWY0-1319	PWY-5973	|Cis-vaccenoyl-ACPs|
2708	PWY0-1319	PWY-5669	CDPDIACYLGLYCEROL
2709	PWY0-1319	GLYCOLYSIS	glycerone phosphate
2710	PWY0-1319	PWY-6284	|Palmitoleoyl-ACPs|||Cis-vaccenoyl-ACPs|
2711	PWY0-1319	PWY-6826	CDPDIACYLGLYCEROL
2712	PWY-3961	PWY-3941	&beta;-alanine
2713	PWY-3961	PWY-3981	&beta;-alanine
2714	PWY-3961	PWY-3982	&beta;-alanine
2715	PWY-3961	COA-PWY	(R)-4'-phosphopantothenate
2716	PWY-5899	PWY-5123	(2E,6E)-farnesyl diphosphate
2717	PWY-2463	PWY-2561	(-)-medicarpin
2718	PWY-2463	PWY-7615	(-)-medicarpin
2719	PWY-2463	PWY-2321	formononetin
2720	PWY-2463	PWY-5729	(-)-medicarpin
2721	PWY-7070	PWY-7071	steviol
2722	PWY-7070	PWY-5034	ent-kaur-16-en-19-oate
2723	NONOXIPENT-PWY	RIBITOLUTIL-PWY	D-ribulose 5-phosphate
2724	NONOXIPENT-PWY	PWY-7796	D-ribulose 5-phosphate
2725	NONOXIPENT-PWY	PWY-7788	D-erythrose 4-phosphate
2726	NONOXIPENT-PWY	PWY-6628	D-erythrose 4-phosphate
2727	NONOXIPENT-PWY	PWY-5818	&alpha;-D-sedoheptulopyranose 7-phosphate
2728	NONOXIPENT-PWY	PWY0-661	RIBOSE-5P
2729	NONOXIPENT-PWY	DARABCAT-PWY	D-ribulose 5-phosphate
2730	NONOXIPENT-PWY	ARO-PWY	D-erythrose 4-phosphate
2731	NONOXIPENT-PWY	PWY-7752	&alpha;-D-sedoheptulopyranose 7-phosphate
2732	NONOXIPENT-PWY	PWY-7179-1	RIBOSE-5P
2733	NONOXIPENT-PWY	OXIDATIVEPENT-PWY	D-ribulose 5-phosphate
2734	NONOXIPENT-PWY	XYLCAT-PWY	D-xylulose 5-phosphate
2735	NONOXIPENT-PWY	PWY0-301	D-xylulose 5-phosphate
2736	NONOXIPENT-PWY	PWY-7751	D-SEDOHEPTULOSE-7-P
2737	NONOXIPENT-PWY	PWY-7789	D-erythrose 4-phosphate
2738	NONOXIPENT-PWY	COMPLETE-ARO-PWY	D-erythrose 4-phosphate
2739	NONOXIPENT-PWY	PWY-5257	D-ribulose 5-phosphate
2740	NONOXIPENT-PWY	PRPP-PWY	RIBOSE-5P
2741	NONOXIPENT-PWY	ARABCAT-PWY	D-xylulose 5-phosphate
2742	NONOXIPENT-PWY	LARABITOLUTIL-PWY	D-xylulose 5-phosphate
2743	NONOXIPENT-PWY	PWY-7786	D-erythrose 4-phosphate
2744	NONOXIPENT-PWY	PWY-6630	D-erythrose 4-phosphate
2745	NONOXIPENT-PWY	PWY0-1296	RIBOSE-5P
2746	NONOXIPENT-PWY	PWY-7179	RIBOSE-5P
2747	NONOXIPENT-PWY	PWY-6164	D-erythrose 4-phosphate
2748	NONOXIPENT-PWY	PWY0-662	RIBOSE-5P
2749	NONOXIPENT-PWY	PWY-6466	RIBOSE-5P
2750	NONOXIPENT-PWY	PWY-6961	D-xylulose 5-phosphate
2751	NONOXIPENT-PWY	PWY0-1517	D-SEDOHEPTULOSE-7-P|D-erythrose 4-phosphate
2752	NONOXIPENT-PWY	PWY-6629	D-erythrose 4-phosphate
2753	NONOXIPENT-PWY	DARABITOLUTIL-PWY	D-xylulose 5-phosphate
2754	NONOXIPENT-PWY	PWY-7787	D-erythrose 4-phosphate
2755	PWY-7372	PWY-7371	1,4-dihydroxy-6-naphthoate
2756	PWY-7372	HEXPPSYN-PWY	all-trans-hexaprenyl diphosphate
2757	PWY-7372	MENAQUINONESYN-PWY	demethylmenaquinone-8
2758	PWY-7372	PWY-5783	all-trans-octaprenyl diphosphate
2759	P185-PWY	PWY-5506	formaldehyde
2760	P185-PWY	PWY-6509	formaldehyde
2761	P185-PWY	PWY-6510	formaldehyde
2762	PWY66-397	PWY-7727	CPD-17355
2763	PWY66-397	PWY-7606	CPD-17355
2764	FORMASS-PWY	PWY-1881	formate
2765	PWY-6519	PWY-4381	MALONYL-ACP|malonyl-CoA
2766	PWY-6519	PWY-7380	8-amino-7-oxononanoate
2767	PWY-6519	PWY0-1507	8-amino-7-oxononanoate
2768	PWY-5892	PWY-5837	2-carboxy-1,4-naphthoquinol
2769	PWY-5892	PWY-5817	all-trans-dodecaprenyl diphosphate
2770	PWY-6753	PWY-4361	S-methyl-5-thio-&alpha;-D-ribose 1-phosphate
2771	PWY-6753	ARGSPECAT-PWY	S-methyl-5'-thioadenosine
2772	PWY-6753	PWY0-1303	S-methyl-5'-thioadenosine
2773	PWY-6753	POLYAMINSYN3-PWY	S-methyl-5'-thioadenosine
2774	PWY-6753	PWY-6157	S-methyl-5'-thioadenosine
2775	PWY-6753	BSUBPOLYAMSYN-PWY	S-methyl-5'-thioadenosine
2776	PWY-7011	PWY-5162	2-oxopent-4-enoate
2777	PWY-6587	GLYCOLYSIS	pyruvate
2778	PWY-4	PWY-5114	UDP-&alpha;-D-galacturonate
2779	PWY-4	PWY-1061	UDP-&alpha;-D-galacturonate
2780	PWY-6147	PWY-6614	(7,8-dihydropterin-6-yl)methyl diphosphate
2781	PWY-5844	PWY-5862	demethylmenaquinone-9
2782	PWY-5844	PWY-7781	menaquinol-9
2783	PWY-5844	PWY-5851	demethylmenaquinol-9
2784	SALVPURINE2-PWY	PWY0-661	&alpha;-D-ribose-1-phosphate
2785	PWY-5181	TCA	succinyl-CoA
2786	CITRULLINE-DEG-PWY	ARGDEGRAD-PWY	L-citrulline
2787	TRIGLSYN-PWY	PWY-7666	DIACYLGLYCEROL
2788	TRIGLSYN-PWY	PWY-7411	dioleoyl phosphatidate
2789	TRIGLSYN-PWY	PWY4FS-6	DIACYLGLYCEROL
2790	TRIGLSYN-PWY	PWY-7654	(8E,10E)-dodeca-8,10-dienoyl-CoA
2791	TRIGLSYN-PWY	PWY-6804	DIACYLGLYCEROL
2792	TRIGLSYN-PWY	PWY-7684	DIACYLGLYCEROL
2793	TRIGLSYN-PWY	PWY-401	DIACYLGLYCEROL
2794	TRIGLSYN-PWY	LIPAS-PWY	|Triacylglycerols|||Triacylglycerides|
2795	TRIGLSYN-PWY	PWY-6803	|Long-Chain-Acyl-CoAs||ACYL-COA
2796	TRIGLSYN-PWY	PWY-7420	1,2-dioleoylglycerol
2797	TRIGLSYN-PWY	PWY-7417	dioleoyl phosphatidate
2798	TRIGLSYN-PWY	PWY-5143	|Long-Chain-Acyl-CoAs|
2799	TRIGLSYN-PWY	PWY-7423	(10E,12Z)-10,12-hexadecadienoyl-CoA
2800	PWY-7759	PWY-5531	3,8-divinyl chlorophyllide a
2801	PWY-6008	PWY-5670	(3S)-2,3-epoxy-2,3-dihydrosqualene
2802	PWY-82	PWY-5114	UDP-&beta;-L-arabinopyranose
2803	PWY-6961	NONOXIPENT-PWY	D-xylulose 5-phosphate
2804	PWY-6094	PWY-6099	3,4,6-trichlorocatechol
2805	PWY-6094	PWY-2361	3-oxoadipate
2806	PWY-6094	PWY-6081	3,5-dichlorocatechol
2807	PWY-6094	PWY-6091	3,4,6-trichlorocatechol
2808	PWY-7058	PWY-7057	esculetin
2809	PWY-6441	PWY-2	putrescine
2810	2ASDEG-PWY	PWY-5162	2-oxopent-4-enoate
2811	PWY-5831	PWY-5833	CDP-4-dehydro-3,6-dideoxy-D-glucose
2812	PWY-6320	PWY1F-467	4-coumarate
2813	PWY-6627	PYRUVDEHYD-PWY	acetyl-CoA
2814	PWY-6627	SAM-PWY	S-adenosyl-L-methionine
2815	PWY-7529	UDPNAGSYN-PWY	UDP-N-acetyl-&alpha;-D-glucosamine
2816	PWY-6995	TCA	2-oxoglutarate
2817	PWY-6389	GLYCOLYSIS	pyruvate
2818	PWY-6389	PWY-6390	(S)-acetoin
2819	PWY-6389	PWY-6392	(S)-acetoin
2820	PWY-6389	PWY-5951	ACETOIN
2821	PWY-6617	PWY-6610	adenine
2822	PWY-6617	PWY-5691	urate
2823	GLUAMCAT-PWY	PWY0-1309	N-ACETYL-D-GLUCOSAMINE-6-P
2824	GLUAMCAT-PWY	GLYCOLYSIS	&beta;-D-fructofuranose 6-phosphate
2825	GLUAMCAT-PWY	PWY0-1261	N-ACETYL-D-GLUCOSAMINE-6-P
2826	GLUAMCAT-PWY	PWY0-1324	N-ACETYL-D-GLUCOSAMINE-6-P
2827	GLUAMCAT-PWY	PWY-7581	N-ACETYL-D-GLUCOSAMINE-6-P
2828	HEME-BIOSYNTHESIS-II	P23-PWY	succinyl-CoA
2829	HEME-BIOSYNTHESIS-II	PWY-7579	ferroheme b
2830	HEME-BIOSYNTHESIS-II	PWY-5915	ferroheme b
2831	HEME-BIOSYNTHESIS-II	PWY-7580	ferroheme b
2832	HEME-BIOSYNTHESIS-II	PWY-7578	ferroheme b
2833	HEME-BIOSYNTHESIS-II	PWY-5917	ferroheme b
2834	HEME-BIOSYNTHESIS-II	PWY-5189	uroporphyrinogen-III
2835	HEME-BIOSYNTHESIS-II	PWY-5188	uroporphyrinogen-III
2836	HEME-BIOSYNTHESIS-II	PWY-7170	ferroheme b||Heme-b|
2837	PWY-6427	PWY-5775	rot-2'-enonate
2838	PWY-6427	PWY-2321	formononetin
2839	PWY-6427	PWY-6425	rot-2'-enonate
2840	PWY-5938	PWY-6391	(R)-acetoin
2841	PWY-5938	GLYCOLYSIS	pyruvate
2842	PWY-5938	PWY-5951	(R)-acetoin
2843	PWY-7764	PWY-5068	chlorophyll a
2844	PWY-7764	CHLOROPHYLL-SYN	3,8-divinyl chlorophyllide a
2845	PWY-7648	LEUSYN-PWY	L-leucine
2846	PWY-7648	PWY-7650	4-methyl-3-hydroxy-proline
2847	PWY-7578	HEME-BIOSYNTHESIS-II	ferroheme b
2848	PWY-5917	HEME-BIOSYNTHESIS-II	ferroheme b
2849	PWY4FS-6	PWY-7409	L-1-PHOSPHATIDYL-ETHANOLAMINE|1-18:1-2-18:1-phosphatidylethanolamine|ethanolamine
2850	PWY4FS-6	TRIGLSYN-PWY	DIACYLGLYCEROL
2851	PWY3DJ-11281	PWY3DJ-12	|N-Acylsphingosine|
2852	PWY-6816	PWY-7562	3,6-anhydro-&alpha;-L-galactopyranose
2853	PWY-7724	PWY66-394	icosapentaenoyl-CoA
2854	PWY-7724	PWY-5995	|Linoleoyl-groups|
2855	PWY-7724	PWY-7606	icosapentaenoyl-CoA
2856	PWY-7630	PWY-5466	(-)-matairesinol
2857	PWY-6285	PWY0-1319	palmitate||Cis-vaccenoyl-ACPs|||Palmitoleoyl-ACPs|
2858	P203-PWY	PWY-5274	hydrogen sulfide
2859	P203-PWY	PWY-5276	sulfite
2860	P203-PWY	PWY-5278	sulfite
2861	P203-PWY	PWY-5279	sulfite
2862	P203-PWY	P222-PWY	hydrogen sulfide
2863	PWY-7493	PWY-7540	13-desoxypaxilline
2864	PWY-7493	PWY-7492	paspaline
2865	PWY66-395	PWY-7606	CPD-17355
2866	PWY-6270	NONMEVIPP-PWY	dimethylallyl diphosphate
2867	PWY-6270	PWY-7560	dimethylallyl diphosphate
2868	PWY3O-1109	PWY3O-19	|4-hydroxybenzoate|
2869	GLUTSYN-PWY	P23-PWY	2-oxoglutarate
2870	GLUTSYN-PWY	ARG+POLYAMINE-SYN	L-glutamate
2871	GLUTSYN-PWY	PWY-6387	L-glutamate
2872	GLUTSYN-PWY	PEPTIDOGLYCANSYN-PWY	L-glutamate
2873	GLUTSYN-PWY	PWY-5254	L-glutamate
2874	GLUTSYN-PWY	GLNSYN-PWY	L-glutamate|L-glutamine
2875	GLUTSYN-PWY	P105-PWY	2-oxoglutarate
2876	GLUTSYN-PWY	PYRIDNUCSYN-PWY	L-glutamate
2877	GLUTSYN-PWY	REDCITCYC	2-oxoglutarate
2878	PWY-7618	PWY-5147	oleoyl-CoA
2879	GLYCINE-SYN2-PWY	PWY-5189	glycine
2880	PWY-5742	4AMINOBUTMETAB-PWY	4-aminobutanoate
2881	PWY-5742	PWY-6422	L-arginine
2882	PWY-6064	PWY-6199	isorhamnetin|quercetin
2883	PWY-6064	PWY-7150	3-O-methylquercetin
2884	PWY-6064	PWY-3101	quercetin
2885	PWY-6064	PWY-7149	3-O-methylquercetin
2886	PWY-6064	PWY-7171	isorhamnetin
2887	PWY-5155	ASPARTATESYN-PWY	L-aspartate
2888	PWY-5155	PWY-6654	&beta;-alanine
2889	PWY-5155	PANTO-PWY	&beta;-alanine
2890	PWY-6269	PWY-5523	5,6-dimethylbenzimidazole
2891	PWY-6269	PWY-5443	(R)-1-amino-2-propanol O-2-phosphate
2892	PWY-5698	PWY-5691	(S)-(+)-allantoin
2893	PWY-5107	PWY-5098	phytol
2894	PWY-5107	PWY-1422	phytyl diphosphate
2895	PWY-5107	PWY-5027	phytyl diphosphate
2896	PWY-5107	PWY-6927	phytol
2897	PWY-5532	GLYCOLYSIS	3-phospho-D-glycerate
2898	PWY-7613	PWY-6478	GDP-D-glycero-&alpha;-D-manno-heptose
2899	PWY-5692	GLYOXDEG-PWY	glyoxylate
2900	PWY-5692	PWY-5691	(S)-(+)-allantoin
2901	PWY-5692	GLYCOLATEMET-PWY	glyoxylate
2902	PWY0-42	PWY-7013	propanoate
2903	ECASYN-PWY	POLYISOPRENSYN-PWY	di-trans,octa-cis-undecaprenyl diphosphate
2904	ECASYN-PWY	UDPNAGSYN-PWY	UDP-N-acetyl-&alpha;-D-glucosamine
2905	ECASYN-PWY	PWY-7315	dTDP-N-acetylthomosamine
2906	ECASYN-PWY	PWY-5785	di-trans,octa-cis-undecaprenyl phosphate
2907	14DICHLORBENZDEG-PWY	PWY-2361	3-oxoadipate
2908	QUINATEDEG-PWY	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	protocatechuate
2909	PWY-5427	PWY-6183	salicylate
2910	PWY-5427	PWY-6224	salicylate
2911	PWY-5427	PWY-6182	salicylate
2912	PWY-7736	PWY-922	dimethylallyl diphosphate
2913	PWY-7619	PWY-5997	&alpha;-linolenoyl-CoA
2914	PWY-6744	ANAGLYCOLYSIS-PWY	NADH
2915	ARGSPECAT-PWY	PWY-6753	S-methyl-5'-thioadenosine
2916	ARGSPECAT-PWY	PWY-7528	S-adenosyl 3-(methylthio)propylamine
2917	ARGSPECAT-PWY	PWY-6754	S-methyl-5'-thioadenosine
2918	ARGSPECAT-PWY	PWY-3981	spermine
2919	ARGSPECAT-PWY	PWY-6756	S-methyl-5'-thioadenosine
2920	ARGSPECAT-PWY	PWY-5760	spermine
2921	ARGSPECAT-PWY	PWY-7270	S-adenosyl-L-methionine
2922	ARGSPECAT-PWY	BSUBPOLYAMSYN-PWY	spermidine
2923	PWY-7766	PWY-5188	uroporphyrinogen-III
2924	PWY-3941	PWY-3961	&beta;-alanine
2925	PWY-5080	PWY-5972	|Very-long-Chain-234-Saturated-acyl-CoAs|
2926	PWY-5080	PWY-6970	acetyl-CoA
2927	PWY-5080	PWY-7033	|Long-Chain-Acyl-CoAs|
2928	PWY-5080	PWY-7032	|Long-Chain-Fatty-Acids|
2929	PWY-5080	PWY-5989	|Very-long-Chain-234-Saturated-acyl-CoAs|
2930	PWY-5080	PWY-282	VERY-LONG-CHAIN-FATTY-ACYL-COA
2931	PWY-5080	PWY-5172	acetyl-CoA
2932	PWY-5080	PWY-5143	|Long-Chain-Acyl-CoAs|
2933	PWY-5080	PWY-5885	|Long-Chain-Fatty-Acids|
2934	PWY-6045	PWY-6052	3-(methylthio)propanoate
2935	PWY-5209	PWY-5198	|Oxidized-Factor-F420|
2936	PWY-5209	PWY-5258	|Me-CoM|
2937	PWY-5209	PWY-5260	|Me-CoM|
2938	PWY-5209	PWY-5261	|Me-CoM|
2939	PWY-5209	METHANOGENESIS-PWY	|Me-CoM|
2940	PWY-5209	PWY-5248	|Me-CoM|
2941	PWY-5209	PWY-5254	|Methanofurans|
2942	PWY-5209	PWY-5247	|Me-CoM|
2943	PWY-5209	PWY-5259	|Me-CoM|
2944	PWY-5209	CO2FORM-PWY	|Me-CoM|
2945	PWY-5209	PWY-5250	|Me-CoM|
2946	PWY-5523	PWY-7376	5,6-dimethylbenzimidazole
2947	PWY-5523	PWY-6269	5,6-dimethylbenzimidazole
2948	PWY-5523	PWY-5509	5,6-dimethylbenzimidazole
2949	GLUTSYNIII-PWY	GLNSYN-PWY	L-glutamate
2950	GLUTSYNIII-PWY	PYRIDNUCSYN-PWY	L-glutamate
2951	PWY-6473	PWY0-1305	4-aminobutanoate
2952	PWY-5862	PWY-5122	geranyl diphosphate
2953	PWY-5862	PWY-5844	demethylmenaquinone-9
2954	PWY-7053	PWY-7049	CPD-17282
2955	PWY-7053	PWY-6958	CPD-17282
2956	PWY-7053	PWY-7602	CPD-17282
2957	PWY-7053	PWY-6940	CPD-17282
2958	PWY-6124	URSIN-PWY	IMP
2959	PWY-6124	PWY-6121	5-amino-1-(5-phospho-&beta;-D-ribosyl)imidazole
2960	PWY0-862	PWY-5994	|Trans-D2-decenoyl-ACPs|
2961	PWY0-862	PWY-6282	|Cis-Delta5-dodecenoyl-ACPs|
2962	PWY0-862	PWY-5971	|Trans-D2-decenoyl-ACPs|||Beta-hydroxydecanoyl-ACPs|
2963	PWY-7823	PWY-5645	2-amino-5-chlorophenol
2964	PWY-6895	TYRSYN	L-tyrosine
2965	P42-PWY	PWY-6142	oxaloacetate
2966	P42-PWY	PWY0-1313	acetyl-CoA
2967	P42-PWY	CODH-PWY	acetyl-CoA
2968	P42-PWY	GLUTAMATE-SYN2-PWY	2-oxoglutarate
2969	PWY-841	ASPARTATESYN-PWY	L-aspartate
2970	PWY-841	PWY0-661	5-phospho-&alpha;-D-ribose 1-diphosphate
2971	PWY-841	PWY0-662	5-phospho-&alpha;-D-ribose 1-diphosphate
2972	PWY-841	GLYSYN-PWY	glycine
